,population,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
0,322.0,8.3252,0.0,0.0,0.0,1.0,0.0,452600.0
1,558.0,5.6431,0.0,0.0,0.0,1.0,0.0,358500.0
2,1094.0,3.6591,0.0,0.0,0.0,1.0,0.0,352100.0
3,1551.0,3.6912,0.0,0.0,0.0,1.0,0.0,341300.0
4,1098.0,3.075,0.0,0.0,0.0,1.0,0.0,342200.0
5,697.0,2.125,0.0,0.0,0.0,1.0,0.0,269700.0
6,990.0,1.9911,0.0,0.0,0.0,1.0,0.0,299200.0
7,929.0,1.7135,0.0,0.0,0.0,1.0,0.0,241400.0
8,1006.0,2.6,0.0,0.0,0.0,1.0,0.0,226700.0
9,1102.0,1.808,0.0,0.0,0.0,1.0,0.0,261100.0
10,863.0,1.9274,0.0,0.0,0.0,1.0,0.0,281500.0
11,754.0,1.375,0.0,0.0,0.0,1.0,0.0,241800.0
12,987.0,1.0972,0.0,0.0,0.0,1.0,0.0,213500.0
13,1377.0,2.5898,0.0,0.0,0.0,1.0,0.0,191300.0
14,462.0,1.025,0.0,0.0,0.0,1.0,0.0,159200.0
15,718.0,2.6768,0.0,0.0,0.0,1.0,0.0,140000.0
16,423.0,0.9506,0.0,0.0,0.0,1.0,0.0,152500.0
17,1061.0,1.5045,0.0,0.0,0.0,1.0,0.0,155500.0
18,701.0,1.6098,0.0,0.0,0.0,1.0,0.0,158700.0
19,728.0,0.8172,0.0,0.0,0.0,1.0,0.0,162900.0
20,554.0,3.3929,0.0,0.0,0.0,1.0,0.0,147500.0
21,521.0,1.191,0.0,0.0,0.0,1.0,0.0,159800.0
22,788.0,0.8056,0.0,0.0,0.0,1.0,0.0,113900.0
23,1823.0,0.9802,0.0,0.0,0.0,1.0,0.0,99700.0
24,560.0,1.75,0.0,0.0,0.0,1.0,0.0,132600.0
25,762.0,0.9241,0.0,0.0,0.0,1.0,0.0,107500.0
26,1054.0,0.8026,0.0,0.0,0.0,1.0,0.0,93800.0
27,183.0,1.1667,0.0,0.0,0.0,1.0,0.0,105500.0
28,467.0,1.8088,0.0,0.0,0.0,1.0,0.0,108900.0
29,546.0,0.76,0.0,0.0,0.0,1.0,0.0,132000.0
30,800.0,2.0938,0.0,0.0,0.0,1.0,0.0,122300.0
31,718.0,2.6354,0.0,0.0,0.0,1.0,0.0,115200.0
32,2048.0,2.8345,0.0,0.0,0.0,1.0,0.0,110400.0
33,1838.0,2.6104,0.0,0.0,0.0,1.0,0.0,104900.0
34,389.0,3.125,0.0,0.0,0.0,1.0,0.0,109700.0
35,674.0,4.9306,0.0,0.0,0.0,1.0,0.0,97200.0
36,1444.0,3.9,0.0,0.0,0.0,1.0,0.0,104500.0
37,1806.0,2.6429,0.0,0.0,0.0,1.0,0.0,103900.0
38,675.0,3.4722,0.0,0.0,0.0,1.0,0.0,191400.0
39,1786.0,3.0897,0.0,0.0,0.0,1.0,0.0,176000.0
40,794.0,5.956,0.0,0.0,0.0,1.0,0.0,155400.0
41,1177.0,5.1773,0.0,0.0,0.0,1.0,0.0,150000.0
42,1031.0,7.5,0.0,0.0,0.0,1.0,0.0,118800.0
43,844.0,6.0666,0.0,0.0,0.0,1.0,0.0,188800.0
44,1072.0,7.4882,0.0,0.0,0.0,1.0,0.0,184400.0
45,542.0,8.401,0.0,0.0,0.0,1.0,0.0,182300.0
46,420.0,7.0175,0.0,0.0,0.0,1.0,0.0,142500.0
47,813.0,7.0549,0.0,0.0,0.0,1.0,0.0,137500.0
48,951.0,3.0812,0.0,0.0,0.0,1.0,0.0,187500.0
49,1129.0,3.2632,0.0,0.0,0.0,1.0,0.0,112500.0
50,756.0,4.072,0.0,0.0,0.0,1.0,0.0,171900.0
51,612.0,4.7708,0.0,0.0,0.0,1.0,0.0,93800.0
52,953.0,6.8591,0.0,0.0,0.0,1.0,0.0,97500.0
53,918.0,2.7477,0.0,0.0,0.0,1.0,0.0,104200.0
54,1048.0,3.675,0.0,0.0,0.0,1.0,0.0,87500.0
55,1359.0,2.1429,0.0,0.0,0.0,1.0,0.0,83100.0
56,1171.0,2.3173,0.0,0.0,0.0,1.0,0.0,87500.0
57,1086.0,2.181,0.0,0.0,0.0,1.0,0.0,85300.0
58,731.0,2.2697,0.0,0.0,0.0,1.0,0.0,80300.0
59,1213.0,2.6292,0.0,0.0,0.0,1.0,0.0,60000.0
60,1487.0,2.5238,0.0,0.0,0.0,1.0,0.0,75700.0
61,1149.0,2.25,0.0,0.0,0.0,1.0,0.0,75000.0
62,1659.0,2.9357,0.0,0.0,0.0,1.0,0.0,86100.0
63,1237.0,2.125,0.0,0.0,0.0,1.0,0.0,76100.0
64,228.0,2.1,0.0,0.0,0.0,1.0,0.0,73500.0
65,1659.0,1.6929,0.0,0.0,0.0,1.0,0.0,78400.0
66,612.0,2.57,0.0,0.0,0.0,1.0,0.0,84400.0
67,1525.0,1.4886,0.0,0.0,0.0,1.0,0.0,81300.0
68,2813.0,1.6009,0.0,0.0,0.0,1.0,0.0,85000.0
69,1608.0,2.1494,0.0,0.0,0.0,1.0,0.0,129200.0
70,961.0,3.5156,0.0,0.0,0.0,1.0,0.0,82500.0
71,1647.0,2.6042,0.0,0.0,0.0,1.0,0.0,95200.0
72,939.0,2.8321,0.0,0.0,0.0,1.0,0.0,75000.0
73,1143.0,2.875,0.0,0.0,0.0,1.0,0.0,67500.0
74,1115.0,4.9559,0.0,0.0,0.0,1.0,0.0,137500.0
75,804.0,5.1184,0.0,0.0,0.0,1.0,0.0,177500.0
76,768.0,4.2727,0.0,0.0,0.0,1.0,0.0,102100.0
77,1059.0,3.8487,0.0,0.0,0.0,1.0,0.0,108300.0
78,1737.0,2.9297,0.0,0.0,0.0,1.0,0.0,112500.0
79,1354.0,2.619,0.0,0.0,0.0,1.0,0.0,131300.0
80,1390.0,2.7352,0.0,0.0,0.0,1.0,0.0,162500.0
81,779.0,3.0536,0.0,0.0,0.0,1.0,0.0,112500.0
82,753.0,2.625,0.0,0.0,0.0,1.0,0.0,112500.0
83,1700.0,2.0801,0.0,0.0,0.0,1.0,0.0,137500.0
84,353.0,4.0904,0.0,0.0,0.0,1.0,0.0,118800.0
85,1183.0,2.3309,0.0,0.0,0.0,1.0,0.0,98200.0
86,1888.0,2.2562,0.0,0.0,0.0,1.0,0.0,118800.0
87,1071.0,3.1167,0.0,0.0,0.0,1.0,0.0,162500.0
88,1240.0,2.3125,0.0,0.0,0.0,1.0,0.0,137500.0
89,1144.0,3.5114,0.0,0.0,0.0,1.0,0.0,500001.0
90,575.0,3.875,0.0,0.0,0.0,1.0,0.0,162500.0
91,869.0,4.5893,0.0,0.0,0.0,1.0,0.0,137500.0
92,922.0,3.9712,0.0,0.0,0.0,1.0,0.0,162500.0
93,620.0,5.4446,0.0,0.0,0.0,1.0,0.0,187500.0
94,916.0,7.0712,0.0,0.0,0.0,1.0,0.0,179200.0
95,1704.0,2.875,0.0,0.0,0.0,1.0,0.0,130000.0
96,468.0,3.875,0.0,0.0,0.0,1.0,0.0,183800.0
97,968.0,3.5739,0.0,0.0,0.0,1.0,0.0,125000.0
98,1360.0,1.871,0.0,0.0,0.0,1.0,0.0,170000.0
99,933.0,2.2917,0.0,0.0,0.0,1.0,0.0,193100.0
100,447.0,3.9063,0.0,0.0,0.0,1.0,0.0,257800.0
101,877.0,2.8125,0.0,0.0,0.0,1.0,0.0,273400.0
102,1479.0,2.2768,0.0,0.0,0.0,1.0,0.0,237500.0
103,1030.0,2.4659,0.0,0.0,0.0,1.0,0.0,350000.0
104,1132.0,2.7159,0.0,0.0,0.0,1.0,0.0,335700.0
105,531.0,1.5809,0.0,0.0,0.0,1.0,0.0,313400.0
106,1481.0,1.3194,0.0,0.0,0.0,1.0,0.0,268500.0
107,567.0,1.1765,0.0,0.0,0.0,1.0,0.0,259400.0
108,417.0,2.5139,0.0,0.0,0.0,1.0,0.0,275700.0
109,855.0,2.5192,0.0,0.0,0.0,1.0,0.0,225000.0
110,1481.0,2.4028,0.0,0.0,0.0,1.0,0.0,262500.0
111,1231.0,2.1587,0.0,0.0,0.0,1.0,0.0,218500.0
112,693.0,2.25,0.0,0.0,0.0,1.0,0.0,255000.0
113,621.0,1.325,0.0,0.0,0.0,1.0,0.0,224100.0
114,652.0,2.069,0.0,0.0,0.0,1.0,0.0,243100.0
115,907.0,1.9821,0.0,0.0,0.0,1.0,0.0,231600.0
116,935.0,1.4375,0.0,0.0,0.0,1.0,0.0,218500.0
117,597.0,3.1587,0.0,0.0,0.0,1.0,0.0,234100.0
118,1438.0,2.4598,0.0,0.0,0.0,1.0,0.0,327600.0
119,545.0,5.5701,0.0,0.0,0.0,1.0,0.0,347600.0
120,329.0,7.6923,0.0,0.0,0.0,1.0,0.0,366100.0
121,137.0,4.975,0.0,0.0,0.0,1.0,0.0,335000.0
122,429.0,2.925,0.0,0.0,0.0,1.0,0.0,373600.0
123,571.0,3.1458,0.0,0.0,0.0,1.0,0.0,389500.0
124,853.0,3.5083,0.0,0.0,0.0,1.0,0.0,391100.0
125,406.0,3.8047,0.0,0.0,0.0,1.0,0.0,337300.0
126,826.0,4.0417,0.0,0.0,0.0,1.0,0.0,295200.0
127,533.0,2.625,0.0,0.0,0.0,1.0,0.0,292300.0
128,594.0,5.338,0.0,0.0,0.0,1.0,0.0,411500.0
129,693.0,3.1375,0.0,0.0,0.0,1.0,0.0,311500.0
130,518.0,3.0208,0.0,0.0,0.0,1.0,0.0,325900.0
131,2556.0,1.7375,0.0,0.0,0.0,1.0,0.0,392600.0
132,374.0,5.1675,0.0,0.0,0.0,1.0,0.0,319300.0
133,940.0,5.0551,0.0,0.0,0.0,1.0,0.0,333300.0
134,684.0,7.9556,0.0,0.0,0.0,1.0,0.0,335200.0
135,975.0,8.8342,0.0,0.0,0.0,1.0,0.0,351200.0
136,819.0,4.9083,0.0,0.0,0.0,1.0,0.0,368900.0
137,722.0,5.4171,0.0,0.0,0.0,1.0,0.0,365900.0
138,723.0,5.3989,0.0,0.0,0.0,1.0,0.0,366700.0
139,1005.0,6.381,0.0,0.0,0.0,1.0,0.0,362800.0
140,1031.0,6.7138,0.0,0.0,0.0,1.0,0.0,483300.0
141,1232.0,4.2813,0.0,0.0,0.0,1.0,0.0,331400.0
142,1058.0,4.1429,0.0,0.0,0.0,1.0,0.0,323500.0
143,824.0,3.8897,0.0,0.0,0.0,1.0,0.0,216700.0
144,841.0,3.556,0.0,0.0,0.0,1.0,0.0,233100.0
145,228.0,2.1705,0.0,0.0,0.0,1.0,0.0,296400.0
146,854.0,2.9,0.0,0.0,0.0,1.0,0.0,273700.0
147,288.0,3.5156,0.0,0.0,0.0,1.0,0.0,227700.0
148,386.0,3.875,0.0,0.0,0.0,1.0,0.0,199600.0
149,805.0,2.8676,0.0,0.0,0.0,1.0,0.0,239800.0
150,1152.0,2.52,0.0,0.0,0.0,1.0,0.0,270100.0
151,1798.0,1.725,0.0,0.0,0.0,1.0,0.0,302100.0
152,2016.0,0.949,0.0,0.0,0.0,1.0,0.0,269500.0
153,1721.0,1.1859,0.0,0.0,0.0,1.0,0.0,314700.0
154,1424.0,2.7372,0.0,0.0,0.0,1.0,0.0,390100.0
155,571.0,2.2788,0.0,0.0,0.0,1.0,0.0,410300.0
156,815.0,1.9946,0.0,0.0,0.0,1.0,0.0,352400.0
157,1354.0,1.9483,0.0,0.0,0.0,1.0,0.0,287300.0
158,1005.0,2.4167,0.0,0.0,0.0,1.0,0.0,348700.0
159,1582.0,2.5652,0.0,0.0,0.0,1.0,0.0,243800.0
160,494.0,3.15,0.0,0.0,0.0,1.0,0.0,211500.0
161,3276.0,1.6307,0.0,0.0,0.0,1.0,0.0,218400.0
162,1253.0,3.3893,0.0,0.0,0.0,1.0,0.0,269900.0
163,719.0,5.0463,0.0,0.0,0.0,1.0,0.0,218800.0
164,1366.0,9.3959,0.0,0.0,0.0,1.0,0.0,225000.0
165,1800.0,2.7054,0.0,0.0,0.0,1.0,0.0,250000.0
166,875.0,1.5817,0.0,0.0,0.0,1.0,0.0,171400.0
167,281.0,2.9018,0.0,0.0,0.0,1.0,0.0,193800.0
168,1017.0,2.2106,0.0,0.0,0.0,1.0,0.0,125000.0
169,947.0,7.8772,0.0,0.0,0.0,1.0,0.0,97500.0
170,1001.0,12.2138,0.0,0.0,0.0,1.0,0.0,125000.0
171,585.0,5.8948,0.0,0.0,0.0,1.0,0.0,138800.0
172,1470.0,6.155,0.0,0.0,0.0,1.0,0.0,116700.0
173,805.0,4.7188,0.0,0.0,0.0,1.0,0.0,151800.0
174,409.0,3.3214,0.0,0.0,0.0,1.0,0.0,127000.0
175,482.0,3.1771,0.0,0.0,0.0,1.0,0.0,128600.0
176,528.0,3.3438,0.0,0.0,0.0,1.0,0.0,140600.0
177,630.0,3.7708,0.0,0.0,0.0,1.0,0.0,182700.0
178,3668.0,2.5444,0.0,0.0,0.0,1.0,0.0,146900.0
179,870.0,2.9688,0.0,0.0,0.0,1.0,0.0,122800.0
180,730.0,2.5139,0.0,0.0,0.0,1.0,0.0,169300.0
181,872.0,4.1667,0.0,0.0,0.0,1.0,0.0,126600.0
182,872.0,3.2685,0.0,0.0,0.0,1.0,0.0,127900.0
183,411.0,3.3571,0.0,0.0,0.0,1.0,0.0,123500.0
184,585.0,2.3882,0.0,0.0,0.0,1.0,0.0,111900.0
185,374.0,4.1458,0.0,0.0,0.0,1.0,0.0,112800.0
186,658.0,5.75,0.0,0.0,0.0,1.0,0.0,107900.0
187,1128.0,3.0718,0.0,0.0,0.0,1.0,0.0,137500.0
188,2930.0,4.5213,0.0,0.0,0.0,1.0,0.0,105500.0
189,2973.0,3.2689,0.0,0.0,0.0,1.0,0.0,95500.0
190,2690.0,4.7695,0.0,0.0,0.0,1.0,0.0,116100.0
191,1738.0,7.0568,0.0,0.0,0.0,1.0,0.0,112200.0
192,1235.0,4.9801,0.0,0.0,0.0,1.0,0.0,75000.0
193,1048.0,5.6194,0.0,0.0,0.0,1.0,0.0,112500.0
194,922.0,5.8382,0.0,0.0,0.0,1.0,0.0,125000.0
195,1444.0,3.7222,0.0,0.0,0.0,1.0,0.0,115000.0
196,2723.0,5.2131,0.0,0.0,0.0,1.0,0.0,95000.0
197,1784.0,4.8237,0.0,0.0,0.0,1.0,0.0,96400.0
198,821.0,4.6005,0.0,0.0,0.0,1.0,0.0,72000.0
199,1645.0,3.4934,0.0,0.0,0.0,1.0,0.0,71300.0
200,1105.0,3.3021,0.0,0.0,0.0,1.0,0.0,80800.0
201,629.0,3.3478,0.0,0.0,0.0,1.0,0.0,128800.0
202,1732.0,4.8036,0.0,0.0,0.0,1.0,0.0,112500.0
203,922.0,4.6042,0.0,0.0,0.0,1.0,0.0,119400.0
204,545.0,3.95,0.0,0.0,0.0,1.0,0.0,118100.0
205,925.0,3.25,0.0,0.0,0.0,1.0,0.0,122500.0
206,425.0,2.5625,0.0,0.0,0.0,1.0,0.0,106300.0
207,481.0,3.244,0.0,0.0,0.0,1.0,0.0,132500.0
208,158.0,5.5461,0.0,0.0,0.0,1.0,0.0,122700.0
209,814.0,3.663,0.0,0.0,0.0,1.0,0.0,113300.0
210,632.0,4.5553,0.0,0.0,0.0,1.0,0.0,109500.0
211,830.0,2.1898,0.0,0.0,0.0,1.0,0.0,164700.0
212,2024.0,2.8125,0.0,0.0,0.0,1.0,0.0,125000.0
213,931.0,3.8125,0.0,0.0,0.0,1.0,0.0,124700.0
214,976.0,3.8393,0.0,0.0,0.0,1.0,0.0,136700.0
215,288.0,3.5156,0.0,0.0,0.0,1.0,0.0,141700.0
216,776.0,3.1103,0.0,0.0,0.0,1.0,0.0,150000.0
217,1364.0,2.6101,0.0,0.0,0.0,1.0,0.0,138800.0
218,1810.0,3.9032,0.0,0.0,0.0,1.0,0.0,139200.0
219,695.0,4.5859,0.0,0.0,0.0,1.0,0.0,143800.0
220,606.0,3.9702,0.0,0.0,0.0,1.0,0.0,156500.0
221,637.0,3.6625,0.0,0.0,0.0,1.0,0.0,151000.0
222,625.0,3.7813,0.0,0.0,0.0,1.0,0.0,273000.0
223,952.0,4.0,0.0,0.0,0.0,1.0,0.0,217100.0
224,840.0,5.4858,0.0,0.0,0.0,1.0,0.0,187100.0
225,1349.0,4.3864,0.0,0.0,0.0,1.0,0.0,239600.0
226,1093.0,2.9958,0.0,0.0,0.0,1.0,0.0,229700.0
227,1256.0,2.9507,0.0,0.0,0.0,1.0,0.0,257300.0
228,632.0,3.0345,0.0,0.0,0.0,1.0,0.0,246900.0
229,1580.0,4.1042,0.0,0.0,0.0,1.0,0.0,179900.0
230,835.0,2.3274,0.0,0.0,0.0,1.0,0.0,169600.0
231,768.0,3.4643,0.0,0.0,0.0,1.0,0.0,203300.0
233,2240.0,3.2829,0.0,0.0,0.0,1.0,0.0,231800.0
234,3827.0,5.1701,0.0,0.0,0.0,1.0,0.0,140500.0
235,253.0,2.4196,0.0,0.0,0.0,1.0,0.0,126000.0
236,673.0,2.3357,0.0,0.0,0.0,1.0,0.0,122000.0
237,1120.0,2.4042,0.0,0.0,0.0,1.0,0.0,134700.0
238,691.0,3.4032,0.0,0.0,0.0,1.0,0.0,139400.0
239,1061.0,3.0962,0.0,0.0,0.0,1.0,0.0,115400.0
240,1146.0,2.95,0.0,0.0,0.0,1.0,0.0,137300.0
241,952.0,3.8,0.0,0.0,0.0,1.0,0.0,137000.0
242,1175.0,4.1974,0.0,0.0,0.0,1.0,0.0,142600.0
243,1366.0,4.2386,0.0,0.0,0.0,1.0,0.0,137500.0
244,880.0,3.1734,0.0,0.0,0.0,1.0,0.0,111700.0
245,1798.0,3.9395,0.0,0.0,0.0,1.0,0.0,126800.0
246,2037.0,3.0645,0.0,0.0,0.0,1.0,0.0,111300.0
247,766.0,3.4722,0.0,0.0,0.0,1.0,0.0,114800.0
248,1830.0,4.2733,0.0,0.0,0.0,1.0,0.0,102300.0
249,1039.0,3.875,0.0,0.0,0.0,1.0,0.0,131900.0
250,1066.0,6.3501,0.0,0.0,0.0,1.0,0.0,119100.0
251,1063.0,2.5625,0.0,0.0,0.0,1.0,0.0,80600.0
252,1093.0,3.6818,0.0,0.0,0.0,1.0,0.0,80600.0
253,480.0,3.875,0.0,0.0,0.0,1.0,0.0,88800.0
254,543.0,4.3897,0.0,0.0,0.0,1.0,0.0,102400.0
255,2332.0,3.2091,0.0,0.0,0.0,1.0,0.0,98700.0
256,1726.0,3.09,0.0,0.0,0.0,1.0,0.0,100000.0
257,796.0,4.4427,0.0,0.0,0.0,1.0,0.0,92300.0
258,5613.0,3.8171,0.0,0.0,0.0,1.0,0.0,94800.0
259,2041.0,3.4861,0.0,0.0,0.0,1.0,0.0,102000.0
260,264.0,3.8875,0.0,0.0,0.0,1.0,0.0,158400.0
261,1377.0,3.7895,0.0,0.0,0.0,1.0,0.0,121600.0
262,853.0,4.1141,0.0,0.0,0.0,1.0,0.0,129100.0
263,1109.0,3.142,0.0,0.0,0.0,1.0,0.0,121400.0
264,463.0,3.9338,0.0,0.0,0.0,1.0,0.0,102800.0
265,2426.0,4.7083,0.0,0.0,0.0,1.0,0.0,160000.0
266,848.0,3.8036,0.0,0.0,0.0,1.0,0.0,143900.0
267,1001.0,4.7109,0.0,0.0,0.0,1.0,0.0,151200.0
268,328.0,3.8125,0.0,0.0,0.0,1.0,0.0,164400.0
269,1002.0,3.7262,0.0,0.0,0.0,1.0,0.0,156500.0
270,455.0,4.2857,0.0,0.0,0.0,1.0,0.0,225000.0
271,1175.0,3.7292,0.0,0.0,0.0,1.0,0.0,174200.0
272,841.0,3.3611,0.0,0.0,0.0,1.0,0.0,166900.0
273,391.0,4.0682,0.0,0.0,0.0,1.0,0.0,163500.0
274,1016.0,5.64,0.0,0.0,0.0,1.0,0.0,253000.0
275,1382.0,3.694,0.0,0.0,0.0,1.0,0.0,240700.0
276,1097.0,3.2386,0.0,0.0,0.0,1.0,0.0,208100.0
277,1640.0,4.625,0.0,0.0,0.0,1.0,0.0,198100.0
278,1186.0,5.3226,0.0,0.0,0.0,1.0,0.0,172800.0
279,1657.0,5.5218,0.0,0.0,0.0,1.0,0.0,336700.0
280,2003.0,6.0074,0.0,0.0,0.0,1.0,0.0,318200.0
281,1116.0,5.3428,0.0,0.0,0.0,1.0,0.0,285800.0
282,855.0,3.6923,0.0,0.0,0.0,1.0,0.0,293000.0
283,2097.0,3.3617,0.0,0.0,0.0,1.0,0.0,371000.0
284,2056.0,3.9022,0.0,0.0,0.0,1.0,0.0,157300.0
286,8117.0,5.8322,0.0,0.0,0.0,1.0,0.0,136700.0
287,5019.0,6.5615,0.0,0.0,0.0,1.0,0.0,160700.0
289,914.0,5.5737,0.0,0.0,0.0,1.0,0.0,144000.0
290,1531.0,4.4259,0.0,0.0,0.0,1.0,0.0,156300.0
291,1174.0,3.8179,0.0,0.0,0.0,1.0,0.0,176000.0
301,1276.0,4.9167,0.0,0.0,0.0,1.0,0.0,96700.0
308,1446.0,4.4357,0.0,0.0,0.0,1.0,0.0,100000.0
309,2357.0,5.1321,0.0,0.0,0.0,1.0,0.0,94700.0
310,3526.0,5.0838,0.0,0.0,0.0,1.0,0.0,85700.0
311,1524.0,3.7364,0.0,0.0,0.0,1.0,0.0,89300.0
312,1268.0,3.256,0.0,0.0,0.0,1.0,0.0,101400.0
451,817.0,4.8693,0.0,0.0,0.0,1.0,0.0,332500.0
452,54.0,2.5795,0.0,0.0,0.0,1.0,0.0,338900.0
453,741.0,4.5,0.0,0.0,0.0,1.0,0.0,287500.0
454,761.0,5.1265,0.0,0.0,0.0,1.0,0.0,384600.0
455,3221.0,4.2042,0.0,0.0,0.0,1.0,0.0,371400.0
456,864.0,4.1189,0.0,0.0,0.0,1.0,0.0,350000.0
457,462.0,3.625,0.0,0.0,0.0,1.0,0.0,500001.0
458,1914.0,5.0509,0.0,0.0,0.0,1.0,0.0,175000.0
459,1300.0,4.3875,0.0,0.0,0.0,1.0,0.0,241700.0
460,1790.0,6.135,0.0,0.0,0.0,1.0,0.0,216700.0
461,1753.0,5.6931,0.0,0.0,0.0,1.0,0.0,211300.0
462,1811.0,4.5401,0.0,0.0,0.0,1.0,0.0,210200.0
463,836.0,5.0172,0.0,0.0,0.0,1.0,0.0,196400.0
464,950.0,4.7386,0.0,0.0,0.0,1.0,0.0,191700.0
465,425.0,4.8702,0.0,0.0,0.0,1.0,0.0,182300.0
466,738.0,4.175,0.0,0.0,0.0,1.0,0.0,175000.0
467,1111.0,3.5057,0.0,0.0,0.0,1.0,0.0,165900.0
468,943.0,4.725,0.0,0.0,0.0,1.0,0.0,156900.0
469,2634.0,6.1922,0.0,0.0,0.0,1.0,0.0,164300.0
470,1478.0,4.125,0.0,0.0,0.0,1.0,0.0,150000.0
471,384.0,1.8229,0.0,0.0,0.0,1.0,0.0,150500.0
472,627.0,1.3894,0.0,0.0,0.0,1.0,0.0,169900.0
473,1666.0,4.5707,0.0,0.0,0.0,1.0,0.0,147400.0
474,1591.0,4.6375,0.0,0.0,0.0,1.0,0.0,152700.0
475,882.0,4.59,0.0,0.0,0.0,1.0,0.0,182700.0
476,956.0,4.317,0.0,0.0,0.0,1.0,0.0,179300.0
477,1288.0,3.6449,0.0,0.0,0.0,1.0,0.0,157700.0
480,638.0,4.0507,0.0,0.0,0.0,1.0,0.0,206300.0
488,865.0,3.25,0.0,0.0,0.0,1.0,0.0,446200.0
489,1705.0,2.9097,0.0,0.0,0.0,1.0,0.0,456300.0
