,population,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
613,1259.0,3.7557,0.0,0.0,0.0,0.0,1.0,275000.0
614,1947.0,2.5795,0.0,0.0,0.0,0.0,1.0,245400.0
615,1993.0,2.0074,0.0,0.0,0.0,0.0,1.0,177500.0
616,1208.0,2.275,0.0,0.0,0.0,0.0,1.0,171600.0
617,3546.0,2.2868,0.0,0.0,0.0,0.0,1.0,183300.0
618,1382.0,2.0202,0.0,0.0,0.0,0.0,1.0,175000.0
840,1150.0,1.7308,0.0,0.0,0.0,0.0,1.0,236500.0
841,758.0,1.8529,0.0,0.0,0.0,0.0,1.0,151400.0
842,731.0,1.6369,0.0,0.0,0.0,0.0,1.0,213700.0
843,788.0,1.4668,0.0,0.0,0.0,0.0,1.0,243600.0
844,1053.0,2.8529,0.0,0.0,0.0,0.0,1.0,212500.0
845,656.0,2.5096,0.0,0.0,0.0,0.0,1.0,214700.0
846,992.0,2.8056,0.0,0.0,0.0,0.0,1.0,213200.0
847,872.0,2.5,0.0,0.0,0.0,0.0,1.0,256000.0
848,952.0,1.1386,0.0,0.0,0.0,0.0,1.0,237500.0
849,791.0,3.8,0.0,0.0,0.0,0.0,1.0,178100.0
850,982.0,3.4219,0.0,0.0,0.0,0.0,1.0,231800.0
851,829.0,3.3984,0.0,0.0,0.0,0.0,1.0,147900.0
852,1259.0,2.2478,0.0,0.0,0.0,0.0,1.0,191700.0
853,1005.0,3.5156,0.0,0.0,0.0,0.0,1.0,247600.0
854,794.0,1.1742,0.0,0.0,0.0,0.0,1.0,283500.0
855,990.0,1.1479,0.0,0.0,0.0,0.0,1.0,216900.0
856,1165.0,1.725,0.0,0.0,0.0,0.0,1.0,282500.0
857,1353.0,2.4321,0.0,0.0,0.0,0.0,1.0,295600.0
858,1603.0,2.5667,0.0,0.0,0.0,0.0,1.0,281800.0
861,509.0,2.0156,0.0,0.0,0.0,0.0,1.0,318300.0
862,890.0,1.9741,0.0,0.0,0.0,0.0,1.0,253400.0
864,1554.0,2.6847,0.0,0.0,0.0,0.0,1.0,300000.0
865,1248.0,2.5893,0.0,0.0,0.0,0.0,1.0,273500.0
866,941.0,2.3147,0.0,0.0,0.0,0.0,1.0,223400.0
867,823.0,1.8993,0.0,0.0,0.0,0.0,1.0,214500.0
868,334.0,3.9659,0.0,0.0,0.0,0.0,1.0,220200.0
869,320.0,4.2054,0.0,0.0,0.0,0.0,1.0,240300.0
870,1194.0,2.5179,0.0,0.0,0.0,0.0,1.0,158000.0
871,910.0,2.5804,0.0,0.0,0.0,0.0,1.0,224200.0
872,521.0,4.025,0.0,0.0,0.0,0.0,1.0,177200.0
877,907.0,2.3571,0.0,0.0,0.0,0.0,1.0,254000.0
878,434.0,1.9417,0.0,0.0,0.0,0.0,1.0,196200.0
1846,1799.0,2.375,0.0,0.0,0.0,0.0,1.0,105900.0
1851,1723.0,2.0458,0.0,0.0,0.0,0.0,1.0,103100.0
1852,1716.0,2.7143,0.0,0.0,0.0,0.0,1.0,152700.0
1853,2265.0,1.9923,0.0,0.0,0.0,0.0,1.0,116700.0
1854,1524.0,2.0956,0.0,0.0,0.0,0.0,1.0,71100.0
1855,2931.0,2.1311,0.0,0.0,0.0,0.0,1.0,212500.0
1857,32.0,3.125,0.0,0.0,0.0,0.0,1.0,87500.0
1859,1939.0,1.5394,0.0,0.0,0.0,0.0,1.0,91300.0
1862,2260.0,4.3472,0.0,0.0,0.0,0.0,1.0,84600.0
1863,766.0,2.7031,0.0,0.0,0.0,0.0,1.0,107200.0
1864,905.0,2.75,0.0,0.0,0.0,0.0,1.0,114800.0
1865,1699.0,2.1382,0.0,0.0,0.0,0.0,1.0,131600.0
1866,799.0,5.0874,0.0,0.0,0.0,0.0,1.0,104200.0
1867,1130.0,4.194,0.0,0.0,0.0,0.0,1.0,110500.0
1868,2178.0,2.0469,0.0,0.0,0.0,0.0,1.0,136800.0
1869,1253.0,3.1932,0.0,0.0,0.0,0.0,1.0,109700.0
1870,1304.0,3.5694,0.0,0.0,0.0,0.0,1.0,99300.0
1871,1171.0,4.7216,0.0,0.0,0.0,0.0,1.0,103600.0
1872,2297.0,6.4246,0.0,0.0,0.0,0.0,1.0,118500.0
1873,780.0,3.1071,0.0,0.0,0.0,0.0,1.0,141900.0
1874,1103.0,3.274,0.0,0.0,0.0,0.0,1.0,85800.0
