,population,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
696,485.0,6.0574,1.0,0.0,0.0,0.0,0.0,431000.0
824,2341.0,4.6458,1.0,0.0,0.0,0.0,0.0,217000.0
854,1777.0,5.7192,1.0,0.0,0.0,0.0,0.0,283500.0
856,1276.0,6.2073,1.0,0.0,0.0,0.0,0.0,282500.0
864,648.0,3.5714,1.0,0.0,0.0,0.0,0.0,300000.0
874,2641.0,5.0,1.0,0.0,0.0,0.0,0.0,269700.0
876,1606.0,4.1387,1.0,0.0,0.0,0.0,0.0,162500.0
878,986.0,4.6349,1.0,0.0,0.0,0.0,0.0,196200.0
880,3386.0,3.1326,1.0,0.0,0.0,0.0,0.0,220800.0
882,2412.0,8.3996,1.0,0.0,0.0,0.0,0.0,442900.0
884,596.0,6.629,1.0,0.0,0.0,0.0,0.0,352400.0
886,941.0,5.761,1.0,0.0,0.0,0.0,0.0,259600.0
888,1067.0,6.7599,1.0,0.0,0.0,0.0,0.0,356000.0
890,1278.0,4.2955,1.0,0.0,0.0,0.0,0.0,218800.0
892,1252.0,2.6198,1.0,0.0,0.0,0.0,0.0,235900.0
894,1353.0,4.75,1.0,0.0,0.0,0.0,0.0,197000.0
896,1610.0,4.6,1.0,0.0,0.0,0.0,0.0,223200.0
898,1285.0,5.388,1.0,0.0,0.0,0.0,0.0,225000.0
900,1772.0,5.3283,1.0,0.0,0.0,0.0,0.0,227900.0
902,2023.0,5.1616,1.0,0.0,0.0,0.0,0.0,275100.0
904,3026.0,4.1591,1.0,0.0,0.0,0.0,0.0,332400.0
906,852.0,5.8325,1.0,0.0,0.0,0.0,0.0,298900.0
908,2831.0,5.0423,1.0,0.0,0.0,0.0,0.0,222200.0
910,1671.0,5.4359,1.0,0.0,0.0,0.0,0.0,258300.0
912,2721.0,5.2308,1.0,0.0,0.0,0.0,0.0,196900.0
914,2352.0,5.2396,1.0,0.0,0.0,0.0,0.0,223900.0
916,12203.0,8.4045,1.0,0.0,0.0,0.0,0.0,451100.0
918,3571.0,5.1643,1.0,0.0,0.0,0.0,0.0,193100.0
920,1105.0,6.0878,1.0,0.0,0.0,0.0,0.0,246900.0
940,2937.0,5.1437,1.0,0.0,0.0,0.0,0.0,299400.0
942,2038.0,5.7233,1.0,0.0,0.0,0.0,0.0,231800.0
944,1453.0,4.9107,1.0,0.0,0.0,0.0,0.0,213800.0
946,2484.0,5.0143,1.0,0.0,0.0,0.0,0.0,271100.0
950,1590.0,7.316,1.0,0.0,0.0,0.0,0.0,285400.0
952,706.0,7.2211,1.0,0.0,0.0,0.0,0.0,291900.0
954,926.0,5.9345,1.0,0.0,0.0,0.0,0.0,259600.0
956,1700.0,5.817,1.0,0.0,0.0,0.0,0.0,257300.0
958,3329.0,6.3373,1.0,0.0,0.0,0.0,0.0,339700.0
960,734.0,6.2918,1.0,0.0,0.0,0.0,0.0,334100.0
966,3926.0,7.4353,1.0,0.0,0.0,0.0,0.0,389800.0
972,2444.0,7.0691,1.0,0.0,0.0,0.0,0.0,393200.0
1532,861.0,6.2726,1.0,0.0,0.0,0.0,0.0,258200.0
1534,1043.0,6.2048,1.0,0.0,0.0,0.0,0.0,275000.0
1536,518.0,6.3325,1.0,0.0,0.0,0.0,0.0,250000.0
1538,1238.0,6.2781,1.0,0.0,0.0,0.0,0.0,269800.0
1540,1272.0,6.8806,1.0,0.0,0.0,0.0,0.0,343500.0
1542,2111.0,6.6131,1.0,0.0,0.0,0.0,0.0,312500.0
1544,1027.0,8.155,1.0,0.0,0.0,0.0,0.0,343700.0
1546,2404.0,8.3188,1.0,0.0,0.0,0.0,0.0,403400.0
1548,4089.0,7.8287,1.0,0.0,0.0,0.0,0.0,369200.0
1550,5613.0,6.3942,1.0,0.0,0.0,0.0,0.0,356700.0
1552,2889.0,4.6932,1.0,0.0,0.0,0.0,0.0,356100.0
1554,140.0,12.5915,1.0,0.0,0.0,0.0,0.0,432400.0
1556,25.0,15.0001,1.0,0.0,0.0,0.0,0.0,350000.0
1558,3221.0,7.2216,1.0,0.0,0.0,0.0,0.0,324600.0
1562,926.0,4.6042,1.0,0.0,0.0,0.0,0.0,256400.0
1566,146.0,4.9018,1.0,0.0,0.0,0.0,0.0,188500.0
1572,3011.0,10.7372,1.0,0.0,0.0,0.0,0.0,500001.0
1578,3280.0,8.003,1.0,0.0,0.0,0.0,0.0,351300.0
1852,743.0,2.9688,1.0,0.0,0.0,0.0,0.0,152700.0
2560,1198.0,3.9792,1.0,0.0,0.0,0.0,0.0,133900.0
2578,425.0,1.0486,1.0,0.0,0.0,0.0,0.0,36700.0
2580,1033.0,1.4911,1.0,0.0,0.0,0.0,0.0,59200.0
2588,811.0,2.4559,1.0,0.0,0.0,0.0,0.0,75600.0
2590,519.0,3.2891,1.0,0.0,0.0,0.0,0.0,106300.0
2620,1370.0,2.7644,1.0,0.0,0.0,0.0,0.0,97300.0
2624,1314.0,2.1354,1.0,0.0,0.0,0.0,0.0,75100.0
2626,996.0,2.2357,1.0,0.0,0.0,0.0,0.0,72300.0
2628,1041.0,2.3947,1.0,0.0,0.0,0.0,0.0,70500.0
2630,443.0,2.6094,1.0,0.0,0.0,0.0,0.0,71300.0
2636,816.0,1.319,1.0,0.0,0.0,0.0,0.0,70700.0
2638,917.0,1.725,1.0,0.0,0.0,0.0,0.0,54300.0
2640,1221.0,2.087,1.0,0.0,0.0,0.0,0.0,82400.0
2642,899.0,2.1864,1.0,0.0,0.0,0.0,0.0,101900.0
3240,353.0,3.8333,1.0,0.0,0.0,0.0,0.0,92600.0
3246,851.0,3.45,1.0,0.0,0.0,0.0,0.0,164100.0
3300,504.0,2.7188,1.0,0.0,0.0,0.0,0.0,105700.0
3304,1554.0,3.3531,1.0,0.0,0.0,0.0,0.0,90800.0
3344,2363.0,6.1946,1.0,0.0,0.0,0.0,0.0,276100.0
3346,1845.0,4.008,1.0,0.0,0.0,0.0,0.0,191100.0
3348,1145.0,4.81,1.0,0.0,0.0,0.0,0.0,191900.0
3350,1399.0,2.4727,1.0,0.0,0.0,0.0,0.0,175000.0
3352,1215.0,5.0234,1.0,0.0,0.0,0.0,0.0,257600.0
3354,1050.0,6.3688,1.0,0.0,0.0,0.0,0.0,277600.0
3356,358.0,4.4375,1.0,0.0,0.0,0.0,0.0,195800.0
3358,1543.0,5.6184,1.0,0.0,0.0,0.0,0.0,316900.0
3360,3540.0,4.2639,1.0,0.0,0.0,0.0,0.0,293300.0
3362,638.0,4.1302,1.0,0.0,0.0,0.0,0.0,258300.0
3364,804.0,3.75,1.0,0.0,0.0,0.0,0.0,172600.0
3366,759.0,6.0808,1.0,0.0,0.0,0.0,0.0,215600.0
3368,605.0,4.1964,1.0,0.0,0.0,0.0,0.0,185900.0
3370,733.0,3.0583,1.0,0.0,0.0,0.0,0.0,160300.0
3372,1804.0,4.4875,1.0,0.0,0.0,0.0,0.0,222700.0
3374,1776.0,3.1349,1.0,0.0,0.0,0.0,0.0,230200.0
3376,702.0,5.2661,1.0,0.0,0.0,0.0,0.0,314900.0
3378,1598.0,6.838,1.0,0.0,0.0,0.0,0.0,378000.0
3380,859.0,4.5833,1.0,0.0,0.0,0.0,0.0,197300.0
3382,1005.0,3.8,1.0,0.0,0.0,0.0,0.0,217100.0
3384,3566.0,4.4818,1.0,0.0,0.0,0.0,0.0,166200.0
3386,6161.0,3.3304,1.0,0.0,0.0,0.0,0.0,154900.0
3388,1162.0,3.35,1.0,0.0,0.0,0.0,0.0,147600.0
3390,1338.0,4.125,1.0,0.0,0.0,0.0,0.0,150000.0
3392,3134.0,2.6652,1.0,0.0,0.0,0.0,0.0,164800.0
3394,2391.0,2.8,1.0,0.0,0.0,0.0,0.0,144300.0
3396,1216.0,3.3214,1.0,0.0,0.0,0.0,0.0,131300.0
3398,2054.0,3.0132,1.0,0.0,0.0,0.0,0.0,142600.0
3400,1312.0,3.024,1.0,0.0,0.0,0.0,0.0,148000.0
3402,1990.0,3.5104,1.0,0.0,0.0,0.0,0.0,140900.0
3404,1022.0,3.4,1.0,0.0,0.0,0.0,0.0,139600.0
3406,1909.0,3.6791,1.0,0.0,0.0,0.0,0.0,148100.0
3408,2582.0,2.1062,1.0,0.0,0.0,0.0,0.0,136400.0
3410,1086.0,3.4519,1.0,0.0,0.0,0.0,0.0,143300.0
3412,1250.0,2.9219,1.0,0.0,0.0,0.0,0.0,137900.0
3414,2560.0,4.2538,1.0,0.0,0.0,0.0,0.0,154300.0
3416,483.0,1.95,1.0,0.0,0.0,0.0,0.0,137500.0
3418,1173.0,3.6016,1.0,0.0,0.0,0.0,0.0,153800.0
3420,2243.0,2.525,1.0,0.0,0.0,0.0,0.0,163700.0
3422,1948.0,4.233,1.0,0.0,0.0,0.0,0.0,157400.0
3424,3568.0,4.1724,1.0,0.0,0.0,0.0,0.0,211600.0
3426,2919.0,3.6548,1.0,0.0,0.0,0.0,0.0,180300.0
3428,2205.0,5.1668,1.0,0.0,0.0,0.0,0.0,187400.0
3430,3163.0,4.0301,1.0,0.0,0.0,0.0,0.0,154300.0
3432,1181.0,3.4,1.0,0.0,0.0,0.0,0.0,155500.0
3434,1952.0,4.26,1.0,0.0,0.0,0.0,0.0,189400.0
3436,977.0,4.4773,1.0,0.0,0.0,0.0,0.0,173100.0
3438,1460.0,4.2708,1.0,0.0,0.0,0.0,0.0,218200.0
3440,1697.0,6.0891,1.0,0.0,0.0,0.0,0.0,270100.0
3442,2314.0,3.6736,1.0,0.0,0.0,0.0,0.0,192200.0
3444,3401.0,4.2935,1.0,0.0,0.0,0.0,0.0,190000.0
3446,1071.0,6.8695,1.0,0.0,0.0,0.0,0.0,319400.0
3448,357.0,7.0598,1.0,0.0,0.0,0.0,0.0,356300.0
3450,2710.0,7.5078,1.0,0.0,0.0,0.0,0.0,344000.0
3452,525.0,6.4171,1.0,0.0,0.0,0.0,0.0,319300.0
3454,2144.0,8.8467,1.0,0.0,0.0,0.0,0.0,450700.0
3456,2477.0,6.7248,1.0,0.0,0.0,0.0,0.0,377200.0
3458,1995.0,8.2159,1.0,0.0,0.0,0.0,0.0,376200.0
3460,1303.0,3.5714,1.0,0.0,0.0,0.0,0.0,152000.0
3462,881.0,5.1408,1.0,0.0,0.0,0.0,0.0,222900.0
3464,873.0,5.5608,1.0,0.0,0.0,0.0,0.0,226700.0
3466,741.0,5.741,1.0,0.0,0.0,0.0,0.0,220600.0
3468,1303.0,4.9955,1.0,0.0,0.0,0.0,0.0,216800.0
3470,1012.0,5.1296,1.0,0.0,0.0,0.0,0.0,195900.0
3472,1182.0,2.6193,1.0,0.0,0.0,0.0,0.0,172300.0
3474,1616.0,3.3603,1.0,0.0,0.0,0.0,0.0,142400.0
3476,808.0,4.3839,1.0,0.0,0.0,0.0,0.0,204600.0
3478,738.0,5.0947,1.0,0.0,0.0,0.0,0.0,210300.0
3480,1135.0,4.2143,1.0,0.0,0.0,0.0,0.0,224200.0
3482,650.0,3.8875,1.0,0.0,0.0,0.0,0.0,199200.0
3484,938.0,5.749,1.0,0.0,0.0,0.0,0.0,238000.0
3486,1120.0,4.1492,1.0,0.0,0.0,0.0,0.0,195700.0
3488,795.0,4.9688,1.0,0.0,0.0,0.0,0.0,216900.0
3490,960.0,4.3333,1.0,0.0,0.0,0.0,0.0,232900.0
3492,1578.0,4.58,1.0,0.0,0.0,0.0,0.0,236200.0
3494,1694.0,5.4065,1.0,0.0,0.0,0.0,0.0,243800.0
3496,1966.0,4.055,1.0,0.0,0.0,0.0,0.0,222500.0
3498,1499.0,5.5649,1.0,0.0,0.0,0.0,0.0,271200.0
3500,2372.0,5.6912,1.0,0.0,0.0,0.0,0.0,311800.0
3502,896.0,5.634,1.0,0.0,0.0,0.0,0.0,320500.0
3504,1508.0,8.203,1.0,0.0,0.0,0.0,0.0,445400.0
3506,1340.0,4.8316,1.0,0.0,0.0,0.0,0.0,237300.0
3508,1109.0,5.5433,1.0,0.0,0.0,0.0,0.0,332500.0
3510,4483.0,3.5497,1.0,0.0,0.0,0.0,0.0,261300.0
3512,2795.0,9.6047,1.0,0.0,0.0,0.0,0.0,500001.0
3514,2337.0,6.0137,1.0,0.0,0.0,0.0,0.0,375900.0
3516,4178.0,6.3249,1.0,0.0,0.0,0.0,0.0,262100.0
3518,3903.0,5.5111,1.0,0.0,0.0,0.0,0.0,276600.0
3520,1166.0,6.8643,1.0,0.0,0.0,0.0,0.0,333700.0
3522,1724.0,6.1419,1.0,0.0,0.0,0.0,0.0,327300.0
3524,5005.0,3.2564,1.0,0.0,0.0,0.0,0.0,230300.0
3526,697.0,8.565,1.0,0.0,0.0,0.0,0.0,500001.0
3528,2239.0,5.6149,1.0,0.0,0.0,0.0,0.0,273100.0
3530,4992.0,3.6231,1.0,0.0,0.0,0.0,0.0,193300.0
3532,2119.0,5.521,1.0,0.0,0.0,0.0,0.0,280800.0
3534,1242.0,4.6944,1.0,0.0,0.0,0.0,0.0,221800.0
3536,2037.0,4.1023,1.0,0.0,0.0,0.0,0.0,230200.0
3538,1019.0,4.8929,1.0,0.0,0.0,0.0,0.0,234900.0
3540,3056.0,4.0077,1.0,0.0,0.0,0.0,0.0,229000.0
3542,1986.0,8.6454,1.0,0.0,0.0,0.0,0.0,483500.0
