,population,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
948,512.0,5.1406,0.0,1.0,0.0,0.0,0.0,315600.0
962,937.0,6.4524,0.0,1.0,0.0,0.0,0.0,296900.0
964,852.0,6.5285,0.0,1.0,0.0,0.0,0.0,300400.0
968,161.0,2.4896,0.0,1.0,0.0,0.0,0.0,238500.0
970,769.0,2.1187,0.0,1.0,0.0,0.0,0.0,231300.0
974,853.0,4.9879,0.0,1.0,0.0,0.0,0.0,229400.0
976,1833.0,5.6399,0.0,1.0,0.0,0.0,0.0,300600.0
978,583.0,5.7519,0.0,1.0,0.0,0.0,0.0,278500.0
980,83.0,10.3203,0.0,1.0,0.0,0.0,0.0,400000.0
982,4389.0,6.6827,0.0,1.0,0.0,0.0,0.0,313700.0
984,1952.0,7.3588,0.0,1.0,0.0,0.0,0.0,327500.0
986,144.0,4.2083,0.0,1.0,0.0,0.0,0.0,125000.0
988,2595.0,3.9864,0.0,1.0,0.0,0.0,0.0,200200.0
990,254.0,9.1531,0.0,1.0,0.0,0.0,0.0,418800.0
992,2222.0,5.4324,0.0,1.0,0.0,0.0,0.0,215500.0
994,1919.0,3.3841,0.0,1.0,0.0,0.0,0.0,184400.0
996,1157.0,3.3618,0.0,1.0,0.0,0.0,0.0,174600.0
998,3200.0,4.5357,0.0,1.0,0.0,0.0,0.0,188400.0
1000,1422.0,3.7212,0.0,1.0,0.0,0.0,0.0,183800.0
1002,1189.0,4.2361,0.0,1.0,0.0,0.0,0.0,177500.0
1004,8768.0,5.4496,0.0,1.0,0.0,0.0,0.0,238900.0
1006,277.0,2.6667,0.0,1.0,0.0,0.0,0.0,179200.0
1008,629.0,4.6806,0.0,1.0,0.0,0.0,0.0,209400.0
1010,1225.0,6.3705,0.0,1.0,0.0,0.0,0.0,350000.0
1012,947.0,6.0797,0.0,1.0,0.0,0.0,0.0,211000.0
1014,900.0,3.8523,0.0,1.0,0.0,0.0,0.0,193000.0
1016,338.0,2.45,0.0,1.0,0.0,0.0,0.0,117600.0
1018,202.0,3.15,0.0,1.0,0.0,0.0,0.0,140600.0
1020,1091.0,3.0,0.0,1.0,0.0,0.0,0.0,119000.0
1022,767.0,2.5208,0.0,1.0,0.0,0.0,0.0,99100.0
1024,1103.0,3.0125,0.0,1.0,0.0,0.0,0.0,111700.0
1026,369.0,3.125,0.0,1.0,0.0,0.0,0.0,96400.0
1028,607.0,3.5,0.0,1.0,0.0,0.0,0.0,123800.0
1030,546.0,3.9107,0.0,1.0,0.0,0.0,0.0,129800.0
1032,529.0,3.3393,0.0,1.0,0.0,0.0,0.0,107200.0
1034,1614.0,2.8125,0.0,1.0,0.0,0.0,0.0,113400.0
1036,1187.0,3.2589,0.0,1.0,0.0,0.0,0.0,103000.0
1038,2237.0,3.0465,0.0,1.0,0.0,0.0,0.0,144100.0
1040,806.0,2.525,0.0,1.0,0.0,0.0,0.0,157200.0
1042,730.0,2.6078,0.0,1.0,0.0,0.0,0.0,116700.0
1044,1252.0,2.7236,0.0,1.0,0.0,0.0,0.0,109900.0
1046,533.0,3.2135,0.0,1.0,0.0,0.0,0.0,123600.0
1048,2710.0,3.0068,0.0,1.0,0.0,0.0,0.0,107300.0
1050,2446.0,1.9362,0.0,1.0,0.0,0.0,0.0,89900.0
1052,4030.0,2.0094,0.0,1.0,0.0,0.0,0.0,87300.0
1054,7517.0,1.6785,0.0,1.0,0.0,0.0,0.0,153100.0
1056,856.0,3.5046,0.0,1.0,0.0,0.0,0.0,118300.0
