,population,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
696,485.0,6.0574,1.0,0.0,0.0,0.0,0.0,431000.0
824,2341.0,4.6458,1.0,0.0,0.0,0.0,0.0,217000.0
853,2172.0,4.6146,1.0,0.0,0.0,0.0,0.0,247600.0
854,1777.0,5.7192,1.0,0.0,0.0,0.0,0.0,283500.0
855,2079.0,3.6832,1.0,0.0,0.0,0.0,0.0,216900.0
856,1276.0,6.2073,1.0,0.0,0.0,0.0,0.0,282500.0
857,2071.0,5.8151,1.0,0.0,0.0,0.0,0.0,295600.0
864,648.0,3.5714,1.0,0.0,0.0,0.0,0.0,300000.0
874,2641.0,5.0,1.0,0.0,0.0,0.0,0.0,269700.0
875,3288.0,4.3393,1.0,0.0,0.0,0.0,0.0,231200.0
876,1606.0,4.1387,1.0,0.0,0.0,0.0,0.0,162500.0
877,4518.0,4.8052,1.0,0.0,0.0,0.0,0.0,254000.0
878,986.0,4.6349,1.0,0.0,0.0,0.0,0.0,196200.0
879,3080.0,3.168,1.0,0.0,0.0,0.0,0.0,189400.0
880,3386.0,3.1326,1.0,0.0,0.0,0.0,0.0,220800.0
881,4649.0,2.9074,1.0,0.0,0.0,0.0,0.0,213800.0
882,2412.0,8.3996,1.0,0.0,0.0,0.0,0.0,442900.0
883,4552.0,6.6478,1.0,0.0,0.0,0.0,0.0,333400.0
884,596.0,6.629,1.0,0.0,0.0,0.0,0.0,352400.0
885,1631.0,6.2179,1.0,0.0,0.0,0.0,0.0,305300.0
886,941.0,5.761,1.0,0.0,0.0,0.0,0.0,259600.0
887,1724.0,4.6641,1.0,0.0,0.0,0.0,0.0,248900.0
888,1067.0,6.7599,1.0,0.0,0.0,0.0,0.0,356000.0
889,2738.0,3.9909,1.0,0.0,0.0,0.0,0.0,236000.0
890,1278.0,4.2955,1.0,0.0,0.0,0.0,0.0,218800.0
891,1538.0,4.9615,1.0,0.0,0.0,0.0,0.0,228000.0
892,1252.0,2.6198,1.0,0.0,0.0,0.0,0.0,235900.0
893,1344.0,4.7135,1.0,0.0,0.0,0.0,0.0,203200.0
894,1353.0,4.75,1.0,0.0,0.0,0.0,0.0,197000.0
895,1273.0,5.4299,1.0,0.0,0.0,0.0,0.0,236400.0
896,1610.0,4.6,1.0,0.0,0.0,0.0,0.0,223200.0
897,2142.0,4.1947,1.0,0.0,0.0,0.0,0.0,222700.0
898,1285.0,5.388,1.0,0.0,0.0,0.0,0.0,225000.0
899,1673.0,3.9444,1.0,0.0,0.0,0.0,0.0,240100.0
900,1772.0,5.3283,1.0,0.0,0.0,0.0,0.0,227900.0
901,1106.0,4.8403,1.0,0.0,0.0,0.0,0.0,268600.0
902,2023.0,5.1616,1.0,0.0,0.0,0.0,0.0,275100.0
904,3026.0,4.1591,1.0,0.0,0.0,0.0,0.0,332400.0
906,852.0,5.8325,1.0,0.0,0.0,0.0,0.0,298900.0
908,2831.0,5.0423,1.0,0.0,0.0,0.0,0.0,222200.0
909,1776.0,4.5317,1.0,0.0,0.0,0.0,0.0,232600.0
910,1671.0,5.4359,1.0,0.0,0.0,0.0,0.0,258300.0
911,2530.0,5.0824,1.0,0.0,0.0,0.0,0.0,230900.0
912,2721.0,5.2308,1.0,0.0,0.0,0.0,0.0,196900.0
913,3215.0,4.4107,1.0,0.0,0.0,0.0,0.0,223500.0
914,2352.0,5.2396,1.0,0.0,0.0,0.0,0.0,223900.0
915,2855.0,4.7478,1.0,0.0,0.0,0.0,0.0,243500.0
916,12203.0,8.4045,1.0,0.0,0.0,0.0,0.0,451100.0
917,1981.0,9.7194,1.0,0.0,0.0,0.0,0.0,500001.0
918,3571.0,5.1643,1.0,0.0,0.0,0.0,0.0,193100.0
919,1972.0,5.3813,1.0,0.0,0.0,0.0,0.0,264400.0
920,1105.0,6.0878,1.0,0.0,0.0,0.0,0.0,246900.0
921,2759.0,6.868,1.0,0.0,0.0,0.0,0.0,337300.0
939,3223.0,4.9867,1.0,0.0,0.0,0.0,0.0,181700.0
940,2937.0,5.1437,1.0,0.0,0.0,0.0,0.0,299400.0
941,2302.0,5.347,1.0,0.0,0.0,0.0,0.0,219500.0
942,2038.0,5.7233,1.0,0.0,0.0,0.0,0.0,231800.0
943,1935.0,4.4697,1.0,0.0,0.0,0.0,0.0,221300.0
944,1453.0,4.9107,1.0,0.0,0.0,0.0,0.0,213800.0
945,2288.0,4.2281,1.0,0.0,0.0,0.0,0.0,206000.0
946,2484.0,5.0143,1.0,0.0,0.0,0.0,0.0,271100.0
947,3386.0,7.2494,1.0,0.0,0.0,0.0,0.0,336500.0
949,1081.0,8.3337,1.0,0.0,0.0,0.0,0.0,500001.0
950,1590.0,7.316,1.0,0.0,0.0,0.0,0.0,285400.0
952,706.0,7.2211,1.0,0.0,0.0,0.0,0.0,291900.0
953,793.0,4.4087,1.0,0.0,0.0,0.0,0.0,225600.0
954,926.0,5.9345,1.0,0.0,0.0,0.0,0.0,259600.0
955,831.0,6.177,1.0,0.0,0.0,0.0,0.0,262900.0
956,1700.0,5.817,1.0,0.0,0.0,0.0,0.0,257300.0
957,1395.0,6.3132,1.0,0.0,0.0,0.0,0.0,259200.0
958,3329.0,6.3373,1.0,0.0,0.0,0.0,0.0,339700.0
960,734.0,6.2918,1.0,0.0,0.0,0.0,0.0,334100.0
965,876.0,7.2639,1.0,0.0,0.0,0.0,0.0,332400.0
966,3926.0,7.4353,1.0,0.0,0.0,0.0,0.0,389800.0
972,2444.0,7.0691,1.0,0.0,0.0,0.0,0.0,393200.0
983,2649.0,3.62,1.0,0.0,0.0,0.0,0.0,139300.0
1532,861.0,6.2726,1.0,0.0,0.0,0.0,0.0,258200.0
1533,2843.0,6.1265,1.0,0.0,0.0,0.0,0.0,260300.0
1534,1043.0,6.2048,1.0,0.0,0.0,0.0,0.0,275000.0
1535,404.0,3.375,1.0,0.0,0.0,0.0,0.0,350000.0
1536,518.0,6.3325,1.0,0.0,0.0,0.0,0.0,250000.0
1537,2653.0,6.2631,1.0,0.0,0.0,0.0,0.0,266000.0
1538,1238.0,6.2781,1.0,0.0,0.0,0.0,0.0,269800.0
1539,501.0,2.4821,1.0,0.0,0.0,0.0,0.0,157200.0
1540,1272.0,6.8806,1.0,0.0,0.0,0.0,0.0,343500.0
1541,2464.0,6.6204,1.0,0.0,0.0,0.0,0.0,296100.0
1542,2111.0,6.6131,1.0,0.0,0.0,0.0,0.0,312500.0
1543,1457.0,7.6473,1.0,0.0,0.0,0.0,0.0,345800.0
1544,1027.0,8.155,1.0,0.0,0.0,0.0,0.0,343700.0
1545,1127.0,5.5921,1.0,0.0,0.0,0.0,0.0,359100.0
1546,2404.0,8.3188,1.0,0.0,0.0,0.0,0.0,403400.0
1547,1222.0,7.9168,1.0,0.0,0.0,0.0,0.0,356000.0
1548,4089.0,7.8287,1.0,0.0,0.0,0.0,0.0,369200.0
1549,1451.0,6.7857,1.0,0.0,0.0,0.0,0.0,341300.0
1550,5613.0,6.3942,1.0,0.0,0.0,0.0,0.0,356700.0
1551,1548.0,9.7037,1.0,0.0,0.0,0.0,0.0,425100.0
1552,2889.0,4.6932,1.0,0.0,0.0,0.0,0.0,356100.0
1553,876.0,10.3345,1.0,0.0,0.0,0.0,0.0,461400.0
1554,140.0,12.5915,1.0,0.0,0.0,0.0,0.0,432400.0
1555,114.0,3.1591,1.0,0.0,0.0,0.0,0.0,434700.0
1556,25.0,15.0001,1.0,0.0,0.0,0.0,0.0,350000.0
1557,1633.0,6.7027,1.0,0.0,0.0,0.0,0.0,381900.0
1558,3221.0,7.2216,1.0,0.0,0.0,0.0,0.0,324600.0
1559,1376.0,7.9393,1.0,0.0,0.0,0.0,0.0,399300.0
1562,926.0,4.6042,1.0,0.0,0.0,0.0,0.0,256400.0
1563,579.0,3.375,1.0,0.0,0.0,0.0,0.0,200000.0
1565,3283.0,5.1755,1.0,0.0,0.0,0.0,0.0,294800.0
1566,146.0,4.9018,1.0,0.0,0.0,0.0,0.0,188500.0
1572,3011.0,10.7372,1.0,0.0,0.0,0.0,0.0,500001.0
1575,2777.0,9.5271,1.0,0.0,0.0,0.0,0.0,500001.0
1577,1177.0,8.0839,1.0,0.0,0.0,0.0,0.0,372000.0
1578,3280.0,8.003,1.0,0.0,0.0,0.0,0.0,351300.0
1579,2823.0,9.0776,1.0,0.0,0.0,0.0,0.0,450400.0
1852,743.0,2.9688,1.0,0.0,0.0,0.0,0.0,152700.0
1853,660.0,3.13,1.0,0.0,0.0,0.0,0.0,116700.0
2560,1198.0,3.9792,1.0,0.0,0.0,0.0,0.0,133900.0
2575,983.0,3.0469,1.0,0.0,0.0,0.0,0.0,136000.0
2577,1058.0,2.0644,1.0,0.0,0.0,0.0,0.0,79800.0
2578,425.0,1.0486,1.0,0.0,0.0,0.0,0.0,36700.0
2579,1166.0,1.8208,1.0,0.0,0.0,0.0,0.0,50000.0
2580,1033.0,1.4911,1.0,0.0,0.0,0.0,0.0,59200.0
2581,686.0,1.8065,1.0,0.0,0.0,0.0,0.0,62700.0
2587,943.0,3.538,1.0,0.0,0.0,0.0,0.0,102700.0
2588,811.0,2.4559,1.0,0.0,0.0,0.0,0.0,75600.0
2589,844.0,2.6923,1.0,0.0,0.0,0.0,0.0,84200.0
2590,519.0,3.2891,1.0,0.0,0.0,0.0,0.0,106300.0
2603,1658.0,3.8095,1.0,0.0,0.0,0.0,0.0,119900.0
2619,937.0,3.4408,1.0,0.0,0.0,0.0,0.0,95200.0
2620,1370.0,2.7644,1.0,0.0,0.0,0.0,0.0,97300.0
2621,883.0,2.3167,1.0,0.0,0.0,0.0,0.0,92600.0
2623,891.0,2.6987,1.0,0.0,0.0,0.0,0.0,92500.0
2624,1314.0,2.1354,1.0,0.0,0.0,0.0,0.0,75100.0
2625,573.0,2.4896,1.0,0.0,0.0,0.0,0.0,74100.0
2626,996.0,2.2357,1.0,0.0,0.0,0.0,0.0,72300.0
2627,1300.0,1.7574,1.0,0.0,0.0,0.0,0.0,57500.0
2628,1041.0,2.3947,1.0,0.0,0.0,0.0,0.0,70500.0
2629,965.0,3.5345,1.0,0.0,0.0,0.0,0.0,55000.0
2630,443.0,2.6094,1.0,0.0,0.0,0.0,0.0,71300.0
2636,816.0,1.319,1.0,0.0,0.0,0.0,0.0,70700.0
2637,1093.0,2.0962,1.0,0.0,0.0,0.0,0.0,74000.0
2638,917.0,1.725,1.0,0.0,0.0,0.0,0.0,54300.0
2639,1184.0,1.2227,1.0,0.0,0.0,0.0,0.0,76800.0
2640,1221.0,2.087,1.0,0.0,0.0,0.0,0.0,82400.0
2641,900.0,1.9625,1.0,0.0,0.0,0.0,0.0,101500.0
2642,899.0,2.1864,1.0,0.0,0.0,0.0,0.0,101900.0
3240,353.0,3.8333,1.0,0.0,0.0,0.0,0.0,92600.0
3246,851.0,3.45,1.0,0.0,0.0,0.0,0.0,164100.0
3299,904.0,2.9934,1.0,0.0,0.0,0.0,0.0,134200.0
3300,504.0,2.7188,1.0,0.0,0.0,0.0,0.0,105700.0
3303,268.0,3.4514,1.0,0.0,0.0,0.0,0.0,100000.0
3304,1554.0,3.3531,1.0,0.0,0.0,0.0,0.0,90800.0
3344,2363.0,6.1946,1.0,0.0,0.0,0.0,0.0,276100.0
3345,486.0,4.9833,1.0,0.0,0.0,0.0,0.0,213000.0
3346,1845.0,4.008,1.0,0.0,0.0,0.0,0.0,191100.0
3347,1619.0,3.5568,1.0,0.0,0.0,0.0,0.0,184500.0
3348,1145.0,4.81,1.0,0.0,0.0,0.0,0.0,191900.0
3349,1166.0,3.5214,1.0,0.0,0.0,0.0,0.0,197600.0
3350,1399.0,2.4727,1.0,0.0,0.0,0.0,0.0,175000.0
3351,3565.0,3.0795,1.0,0.0,0.0,0.0,0.0,161500.0
3352,1215.0,5.0234,1.0,0.0,0.0,0.0,0.0,257600.0
3353,879.0,4.4485,1.0,0.0,0.0,0.0,0.0,261900.0
3354,1050.0,6.3688,1.0,0.0,0.0,0.0,0.0,277600.0
3355,371.0,4.6635,1.0,0.0,0.0,0.0,0.0,230100.0
3356,358.0,4.4375,1.0,0.0,0.0,0.0,0.0,195800.0
3357,1278.0,4.45,1.0,0.0,0.0,0.0,0.0,263600.0
3358,1543.0,5.6184,1.0,0.0,0.0,0.0,0.0,316900.0
3359,688.0,3.1523,1.0,0.0,0.0,0.0,0.0,176700.0
3360,3540.0,4.2639,1.0,0.0,0.0,0.0,0.0,293300.0
3361,3963.0,5.997,1.0,0.0,0.0,0.0,0.0,228700.0
3362,638.0,4.1302,1.0,0.0,0.0,0.0,0.0,258300.0
3363,1047.0,3.275,1.0,0.0,0.0,0.0,0.0,181400.0
3364,804.0,3.75,1.0,0.0,0.0,0.0,0.0,172600.0
3365,1810.0,5.1145,1.0,0.0,0.0,0.0,0.0,219900.0
3366,759.0,6.0808,1.0,0.0,0.0,0.0,0.0,215600.0
3367,809.0,3.599,1.0,0.0,0.0,0.0,0.0,176500.0
3368,605.0,4.1964,1.0,0.0,0.0,0.0,0.0,185900.0
3369,1124.0,4.2685,1.0,0.0,0.0,0.0,0.0,189600.0
3370,733.0,3.0583,1.0,0.0,0.0,0.0,0.0,160300.0
3371,948.0,4.1339,1.0,0.0,0.0,0.0,0.0,187300.0
