,population,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
948,512.0,5.1406,0.0,1.0,0.0,0.0,0.0,315600.0
951,3126.0,6.4994,0.0,1.0,0.0,0.0,0.0,323000.0
959,854.0,7.333,0.0,1.0,0.0,0.0,0.0,337200.0
961,1543.0,6.5214,0.0,1.0,0.0,0.0,0.0,311500.0
962,937.0,6.4524,0.0,1.0,0.0,0.0,0.0,296900.0
963,1181.0,6.0604,0.0,1.0,0.0,0.0,0.0,247900.0
964,852.0,6.5285,0.0,1.0,0.0,0.0,0.0,300400.0
967,1360.0,3.1127,0.0,1.0,0.0,0.0,0.0,233000.0
968,161.0,2.4896,0.0,1.0,0.0,0.0,0.0,238500.0
969,315.0,5.0677,0.0,1.0,0.0,0.0,0.0,233300.0
970,769.0,2.1187,0.0,1.0,0.0,0.0,0.0,231300.0
971,514.0,10.9506,0.0,1.0,0.0,0.0,0.0,475800.0
973,1813.0,5.5,0.0,1.0,0.0,0.0,0.0,247200.0
974,853.0,4.9879,0.0,1.0,0.0,0.0,0.0,229400.0
975,1895.0,6.8132,0.0,1.0,0.0,0.0,0.0,282500.0
976,1833.0,5.6399,0.0,1.0,0.0,0.0,0.0,300600.0
977,1699.0,4.1597,0.0,1.0,0.0,0.0,0.0,293200.0
978,583.0,5.7519,0.0,1.0,0.0,0.0,0.0,278500.0
979,4847.0,5.6417,0.0,1.0,0.0,0.0,0.0,352900.0
980,83.0,10.3203,0.0,1.0,0.0,0.0,0.0,400000.0
981,51.0,4.3472,0.0,1.0,0.0,0.0,0.0,375000.0
982,4389.0,6.6827,0.0,1.0,0.0,0.0,0.0,313700.0
984,1952.0,7.3588,0.0,1.0,0.0,0.0,0.0,327500.0
985,771.0,5.7239,0.0,1.0,0.0,0.0,0.0,430600.0
986,144.0,4.2083,0.0,1.0,0.0,0.0,0.0,125000.0
987,729.0,6.1023,0.0,1.0,0.0,0.0,0.0,450000.0
988,2595.0,3.9864,0.0,1.0,0.0,0.0,0.0,200200.0
989,5826.0,4.8624,0.0,1.0,0.0,0.0,0.0,192400.0
990,254.0,9.1531,0.0,1.0,0.0,0.0,0.0,418800.0
991,2474.0,4.7361,0.0,1.0,0.0,0.0,0.0,216800.0
992,2222.0,5.4324,0.0,1.0,0.0,0.0,0.0,215500.0
